key,valor
err_user_email_invalid,"Por favor, indique la dirección de correo electrónico válida"
err_user_email_exist,Dirección de correo electrónico está ya existía en el sistema
err_user_pass_blank,"Por favor, proporcione la contraseña"
err_user_pass_len,La longitud de la contraseña debe ser mayor que 4
err_user_pass_conf_blank,Sírvanse proporcionar confirmación de contraseña
err_user_pass_conf_not_match,Contraseña y confirmación de contraseña no coinciden
err_permission_blank,"Por favor, seleccione qué módulos son capaces de acceder"
success_user_add,El usuario ha sido agregado con éxito
success_user_edit,El usuario ha sido actualizado con éxito
err_user_banned,"En este momento, no se puede iniciar sesión porque su cuenta está prohibida."
cat_info,Información de la Categoría
cat_name,nombre de la categoría
cat_ordering,Orden de la categoría
cat_img,Categoría de la foto de portada
cat_icon,Icono Categoría
cat_search,la búsqueda Categoría
cat_select,Elija un nombre de categoría
cat_add,añadir categoría
cat_edit,Editar categoria
success_cat_edit,Categoría se ha actualizado correctamente
success_cat_add,Categoría se ha añadido con éxito
success_cat_delete,Categoría se ha eliminado correctamente
err_cat_name,Por favor proporcione nombre de la categoría
err_cat_len,La longitud del nombre de categoría debe ser mayor que 4
err_cat_exist,Nombre de categoría ya está existía en el sistema
delete_cat_label,Eliminar categoría?
cat_delete_confirm_message,¿Quieres eliminar todos los fondos de pantalla de esa categoría juntos?
cat_yes_all_message,Sí Todo - Categoría y artículos serán eliminar del sistema.
cat_no_only_message,Categoría Sólo - Categoría Sólo se eliminarán del sistema.
cat_yes_all_label,Si todo
cat_no_only_label,Categoría Sólo
over_name,Con vistas Nombre
over_search,Con vistas a la búsqueda
over_add,Con vistas a añadir
over_info,Con vistas a la Información
over_edit,Con vistas a editar
delete_over_label,Con vistas a eliminar?
over_delete_confirm_message,¿Quieres eliminar los overlookings?
over_yes_all_message,Sí Todo - Con vistas eliminará del sistema.
success_over_edit,Con vistas se ha actualizado correctamente
success_over_add,Con vistas se ha añadido con éxito
success_over_delete,Con vistas se ha eliminado correctamente
err_over_name,"Por favor, indique el nombre con vistas"
err_over_len,Con vistas a la longitud del nombre debe ser mayor que 4
err_over_exist,Con vistas a Nombre ya existía en el sistema
delete_contact_label,Eliminar contacto Mensaje?
contact_delete_confirm_message,¿Quieres eliminar el mensaje de contacto?
detail_contact_label,Detalle de contacto Mensaje
contact_info_label,Información de contacto Mensaje
about_contact_label,Acerca de contacto Mensaje
contact_info_label,Información de Contacto Detalle
contact_name,Nombre del Contacto
contact_email,Persona de contacto de correo electrónico
contact_phone,Persona de Contacto Teléfono
btn_reset,Reiniciar
reset_password,Restablecer la contraseña
contact_receive_message,Ha recibido un nuevo mensaje de nosotros contacto.
nav_profile,Ir al perfil
nav_backend,Ir al backend
nav_logout,Cerrar sesión
total_label,total:
device_label,Dispositivo
devices_label,dispositivos
registered_label,ha sido registrado para Push NOTIFICACI
noti_info,Notificación de inserción
noti_message_label,Mensaje
noti_message_tooltips,Por favor proporcione la messsage para la notificación de inserción.
noti_send_btn,Enviar notificaciones push
sorry_no_device,"Lo sentimos, no hay ningún dispositivo registrado para la notificación Push."
select_cat,selecciona una categoría
success_noti_add,La notificación se ha añadido con éxito
success_noti_delete,La notificación se ha eliminado correctamente
delete_noti_label,Notificación de eliminación?
noti_yes_message,Notificación sí- eliminará a partir del sistema.
push_message,Mensaje push
noti_des_label,Descripción
noti_img,notificación de fotos
noti_search,Buscar Noti
select_cat,selecciona una categoría
noti_add,Añadir Noti
app_info_lable,Acerca de Información
about_title_label,sobre el Título
description_label,Descripción acerca
about_email_label,Acerca de correo electrónico
about_phone_label,Teléfono sobre
about_website_label,Acerca de Enlace al sitio Web
about_seo_section,Información SEO
about_seo_title_label,SEO Título
about_seo_desc_label,Descripción SEO
about_seo_keywords_label,SEO
about_social_section,Información Social
about_facebook_label,Facebook
about_gplus_label,Google+
about_instagram_label,Instagram
about_youtube_label,Youtube
about_pinterest_label,Pinterest
about_twitter_label,Gorjeo
about_color_section,Sobre el sitio tema de color
about_theme,Temas disponibles
success_about_edit,Sobre está actualizado correctamente
about_ads_analyt,Google Analytic y Anuncios Ajuste
about_ads_client,anuncios de cliente
about_ads_slot,anuncios Slot
about_analyt_track_id,Id Track Analytic
about_ads_on,Habilitar Google Adsense
about_analyt_on,Habilitar Google Analytic
gdpr_label,GDPR contenido
safety_tips_label,Consejos de seguridad
about_nav_icon,Icono de navegación
about_fav_icon,Fav Icon
about_backend_icon,para backend
total_users_count_label,Usuarios Registrados
total_cat_count_label,Total de categorías
total_wallpaper_count_label,publicar Fondos
total_contact_label,Total de contacto Mensaje
total_likes_count_label,Le gusta total Conde
total_favs_count_label,Total de favoritos Count
total_comments_count_label,Total de los comentarios
category_panel_title,Categorías recientes
recent_news_panel_title,Noticias recientes
available_inside,Noticias disponibles dentro de esta categoría.
contact_message,contacto Mensajes
recent_news_panel_title,Noticias recientes
user_latest_members,Los últimos usuarios registrados
success_contact,Su mensaje a salvar con éxito en el sistema.
file_na,No disponible
required_platform,Plataforma requerida
err_noti_register,"Lo sentimos, no hay problema para el registro de notificaciones push"
success_noti_register,El dispositivo registrado con éxito para notificaciones push.
success_noti_unregister,El dispositivo no registrado con éxito para notificaciones push.
err_noti_unregister,"Lo sentimos, existe el problema de la eliminación del registro de notificaciones push"
success_touch_count,Conde toque con éxito insertado.
err_touch_count,Problema In Touch cuenta!
err_user_register,"Lo sentimos, existe el problema de registro de usuario."
err_user_not_exist,"En este momento, el usuario no es existir en el sistema."
err_user_not_verify,"Lo sentimos, tu cuenta aún no se verifique."
err_email_not_send,"Lo sentimos, no hay problema en el envío de correo electrónico."
err_user_update,"Lo sentimos, no hay problema en la actualización de la información del usuario."
err_user_password_update,"Lo sentimos, no hay problema en la contraseña del usuario de actualización."
success_profile_update,Su perfil actualizado correctamente.
success_email_sent,Correo electrónico se ha enviado.
success_reset,Contraseña se ha restablecido con éxito
success_reset_email_sent,Restablecer correo electrónico se envía con éxito
trending,Tendencias Noticias
editor_pick,Editor escogida Noticias
project_name,Nombre del proyecto Tipo
project_search,Buscar Tipo de Proyecto
att_add,Añadir nuevo atributo
add_att_detail,Añadir nueva detallada Atributo
list_attribute_header,Atributo Lista de cabeceras
wrn_no_data,No hay datos aún
project_add,Añadir Tipo de Proyecto
att_name,Nombre del Atributo
Prd_search_subcat,Seleccionar nombre Subcategoría
Prd_search_dis,Seleccionar el tipo de descuento
project_info,Información del Proyecto Tipo
project_edit,Editar Tipo de Proyecto
delete_project_label,Eliminar Tipo de Proyecto?
att_info,información de atributos
project_delete_confirm_message,¿Quieres eliminar los tipos de proyectos?
project_yes_all_message,Sí Todo - Tipo de Proyecto eliminará del sistema.
success_project_edit,Tipo de proyecto se ha actualizado correctamente
success_project_add,Tipo de proyecto se ha añadido con éxito
success_project_delete,Tipo de Proyecto se ha eliminado correctamente
err_project_name,Por favor proporcione nombre del tipo de proyecto
success_upload,La imagen se ha actualizado correctamente
err_project_len,La longitud del Nombre del proyecto Tipo debe ser mayor que 4
err_project_exist,Tipo de proyecto Nombre ya existía en el sistema
item_description_label,Descripción
deal_option_id_label,Opción acuerdo
meet_up_label,Reunirse
mailing_or_delivery_label,Envío o entrega
brand_label,Marca
price,Precio
itm_title_label,Título
itm_business_mode,Es Shop?
itm_show_shop,(Si el programa de usuario puede pedir más de una)
itm_is_sold_out,¿Está agotado?
location_info_label,Información sobre la ubicación
itm_address_label,Habla a
itm_lat_label,Latitud
itm_lng_label,Longitud
itm_select_price,Seleccionar Precio Tipo
itm_select_currency,Seleccione la moneda de coches
status_label,Estado
select_status_label,seleccione Estado
find_location_label,Encuentra tipo y ubicación de Google API
itm_select_deal_option,Seleccionar la opción de reparto
itm_steering_position,puesto de gobierno
itm_no_of_owner,No del propietario
itm_trim_name_label,Nombre del ajuste
itm_vehicle_id_label,ID del vehículo
itm_mileage_label,Kilometraje
itm_select_fuel,Seleccionar Tipos de Combustible
itm_price_unit_label,Precio unitario
itm_max_passengers_label,Pasajeros Max
itm_no_of_doors_label,No De Puertas
itm_select_build,Seleccionar el tipo de construcción
itm_select_seller_type,Seleccionar el tipo de vendedor
itm_select_color,Seleccionar el color
itm_licence_status,Es Estado de la licencia?
plat_number_label,Número de placa
engine_power_label,Potencia del motor
year_label,Año
itm_select_transmission,Seleccionar nombre de Transmisión
price_type_label,Precio Tipo
license_expiration_date_label,Fecha de caducidad de licencia
other_info_lable,Otros
confi_info_lable,Configuración
performance_info_lable,Actuación
licence_info_lable,Licencia
price_info_lable,Precio
api_info,Ajuste API
api_title,Ajuste API
api_title_tooltips,Nombre API
api_order_by,Por fin
btn_save,Salvar
btn_cancel,Cancelar
success_api_edit,Actualizado exitosamente
about_gallery,Galería
wallpaper_edit,Editar fondo de pantalla
categories_label,categorías
messages_label,mensajes
categories_label,categorías
view_all_label,Ver todo
divider_label,:
wallpapers_label,fondos de pantalla
users_label,usuarios
app_setting,Información de configuración de aplicación
apikey_info,Información Clave API
key_label,Llave
success_apikey_edit,API Key se actualiza correctamente
success_apikey_add,se agrega correctamente clave de API
earn_point_label,Gane Point
currency_symbol,Símbolo de moneda
currency_short_form,Short Form moneda
currency_add,Agregar moneda
success_currency_edit,La moneda se ha actualizado correctamente
success_currency_add,La moneda se ha añadido con éxito
success_currency_delete,La moneda se ha eliminado correctamente
delete_currency_label,Moneda de borrado?
currency_delete_confirm_message,¿Quieres eliminar de divisas?
currency_search,búsqueda de divisas
currency_edit,Cambiar la moneda
err_currency_name,"Por favor, indique el nombre de moneda"
err_currency_len,La longitud del nombre de divisas debe ser mayor que 4
err_currency_exist,Nombre de la moneda ya está existía en el sistema
color_color,Color
select_type,Seleccione tipo
from_point,Desde el punto:
to_point,Apuntar :
order_by,Por fin:
select_order,Elije el orden
push_noti_sending_title,El envío de notificaciones push
no_device_label,Hay dispositivos no registrados todavía.
delete_color_label,Eliminar el color?
color_delete_confirm_message,¿Desea desvincular todos los fondos de pantalla en virtud de que el color eliminado?
upload_icon,Icono Categoría
about_upload_icon,Subir Icono
fav_upload_icon,Fav Icon
sidebar_upload_icon,backend Logo
btn_upload,Subir
not_enough_point,"Lo sentimos, el punto no es suficiente."
view_count,Ver cuentas
earn_point_label,Obtuvo punto
download_count,Conteo de la descarga
rating_count,Conde calificación
terms_label,Términos y Condiciones
about_img,Sobre la foto de portada
massupload_info,Fondo de pantalla de masas subir usando Archivo CSV
select_csv_file,Seleccione Archivo CSV
something_wrong_upload,Ocurre algo en los datos subidos.
pls_upload_csv,"Por favor, sube el archivo CSV."
sample_csv_format,CSV de ejemplo está aquí: https://www.dropbox.com/s/oheyivxfgdlk129/sample.csv?dl=0
csv_upload_instruction,"Por favor, siga los pasos a continuación: <br>
1. Cargar imágenes subidas a la carpeta de forma manual a través de FTP. <br>
2. Subir miniatura imágenes de archivos / carpetas miniatura manully a través de FTP. <br>
3. A continuación, se preparan como formato CSV. Aquí la muestra: http://bit.ly/2UvCjRp <br>
4. Necesidad de seguir esas reglas. Aquí: http://bit.ly/2T1Tjgp <br>
5. Puede utilizar Google Hoja para crear y exportación como separador de coma. <br>
6. recomendada es de alrededor de 100 registros a la CSV. "";"
noti_sent_fail,Dejar de enviar notificación de inserción
noti_sent_success,Se ha enviado correctamente a la notificación de inserción
reject_message_1,¡Lo siento! Fondo de pantalla rechazado (
reject_message_2,)
approve_message_1,Enhorabuena! Aprobado fondo de pantalla (
approve_message_2,)
uploaded_user,Subida del usuario
select_multiple_images,"Por favor, seleccione múltiples imágenes de fondo."
multiple_images_message,"Nota: Sus imágenes de fondo se pueden guardar los mismos para el nombre, categoría, de modo, color, tipo, etiqueta, Point, publicar, recomendar."
multiple_wallpaper_title,"Fondos de pantalla múltiple Subir ""Modo, color, tipo, etiqueta, Point, publicar, recomendar."""
delete_user_label,Eliminar usuario registrado?
user_delete_confirm_message,¿Quieres eliminar todo el Usuario Registrado?
user_yes_all_label,Si todo
user_no_only_label,Categoría Sólo
success_user_delete,Usuario registrado se ha eliminado correctamente
credit,Crédito
price_info,Información Precio
price_name,Precio Nombre
price_edit,Editar Precio
price_add,Agregar precio
price_search,Buscar Precio
delete_price_label,Precio de borrado?
price_delete_confirm_message,¿Quieres eliminar precio?
err_price_name,"Por favor, indique el nombre de precio"
err_price_len,La longitud de Precio Nombre debe ser mayor que 4
err_price_exist,Precio Nombre ya existía en el sistema
success_price_edit,El precio ha sido actualizado correctamente
success_price_add,El precio ha sido agregado con éxito
success_price_delete,El precio ha sido eliminado correctamente
type_info,Información del artículo Tipo
type_name,Escribe un nombre
type_edit,Editar Tipo
type_add,Añadir Tipo
type_search,Tipo de búsqueda
delete_type_label,Eliminar Tipo?
type_delete_confirm_message,¿Quieres eliminar el Tipo?
err_type_name,"Por favor, indique el nombre de tipo"
err_type_len,La longitud del Nombre de tipo debe ser mayor que 4
err_type_exist,Tipo Nombre ya existía en el sistema
success_type_edit,Tipo se ha actualizado correctamente
success_type_add,Tipo se ha añadido con éxito
success_type_delete,Tipo se ha eliminado correctamente
project_name,Nombre del proyecto Tipo
project_search,Buscar Tipo de Proyecto
project_add,Añadir Tipo de Proyecto
project_info,Información del Proyecto Tipo
project_edit,Editar Tipo de Proyecto
delete_project_label,Eliminar Tipo de Proyecto?
project_delete_confirm_message,¿Quieres eliminar los tipos de proyectos?
project_yes_all_message,Sí Todo - Tipo de Proyecto eliminará del sistema.
success_project_edit,Tipo de proyecto se ha actualizado correctamente
success_project_add,Tipo de proyecto se ha añadido con éxito
success_project_delete,Tipo de Proyecto se ha eliminado correctamente
err_project_name,Por favor proporcione nombre del tipo de proyecto
err_project_len,La longitud del Nombre del proyecto Tipo debe ser mayor que 4
post_name,Publicado por nombre
post_search,Por Search Ha publicado
post_add,Agregar Publicado Por
post_info,Publicado por la información
post_edit,Editar Publicado Por
delete_post_label,Eliminar Publicado Por?
post_delete_confirm_message,¿Quieres eliminar el publicado por el camino?
post_yes_all_message,Sí Todo - Enviado por borrará del sistema.
success_post_edit,Publicado por que se ha actualizado correctamente
success_post_add,Publicado por ha sido agregado con éxito
success_post_delete,Publicado por que se ha eliminado correctamente
err_post_name,Sírvanse proporcionar publicado por su nombre
err_post_exist,Publicado por nombre ya está existían en el sistema
err_post_len,La longitud de Publicado por nombre debe ser mayor que 4
available_name,disponibilidad Nombre
available_search,Buscar disponibilidad
available_add,Agregar disponibilidad
available_info,disponibilidad de información
available_edit,Editar disponibilidad
delete_available_label,Disponibilidad de borrado?
available_delete_confirm_message,¿Quieres eliminar la disponibilidad?
available_yes_all_message,Sí Todo - Disponibilidad eliminará del sistema.
success_available_edit,La disponibilidad ha sido actualizado correctamente
success_available_add,La disponibilidad ha sido agregado con éxito
success_available_delete,La disponibilidad ha sido eliminado correctamente
err_available_name,"Por favor, indique el nombre disponibilidad"
err_available_len,La longitud de disponibilidad Nombre debe ser mayor que 4
err_available_exist,Disponibilidad Nombre existía ya está en el sistema
ban_info,Inicio Información de la bandera
ban_name,Imagen del Anuncio Nombre
ban_edit,Editar Inicio Banner
ban_add,Añadir Inicio Banner
ban_image,imagen del Anuncio
ban_search,Buscar Inicio Banner
delete_ban_label,Eliminar Inicio Banner?
ban_delete_confirm_message,¿Quieres eliminar Inicio Banner Tipo?
err_ban_name,Por favor proporcione el hogar nombre de bandera
err_ban_len,La longitud de Inicio Banner Nombre debe ser mayor que 4
err_ban_exist,Inicio Banner Nombre existía ya está en el sistema
success_ban_edit,Inicio Banner se ha actualizado correctamente
success_ban_add,Inicio Banner se ha añadido con éxito
success_ban_delete,Inicio Banner se ha eliminado correctamente
location_info,Información sobre la ubicación de artículos
location_name,Nombre del lugar
location_edit,Editar ubicación
location_add,Añadir lugar
location_search,Buscar Localización
delete_location_label,Eliminar la ubicación?
location_delete_confirm_message,¿Quieres eliminar la ubicación?
err_location_name,"Por favor, indique el nombre Localización"
err_location_len,La longitud del Nombre de la ubicación debe ser mayor que 4
err_location_exist,Lugar Nombre existía ya está en el sistema
success_location_edit,Ubicación se ha actualizado correctamente
success_location_add,Ubicación ha sido agregado con éxito
success_location_delete,Ubicación se ha eliminado correctamente
blog_add,Agregar Blog
blog_info,Información acerca del blog
blog_name,Nombre del Blog
blog_desc,Descripción del blog
blog_edit,Editar Blogs
success_blog_add,Los blogs se ha añadido con éxito
success_blog_edit,Los blogs se ha actualizado correctamente
err_dup_name,El nombre ya se existía en el sistema
err_blog_exist,Nombre del blog ya está existía en el sistema
delete_blog_label,Blog de borrado?
blog_delete_confirm_message,Está seguro que desea borrar este blog?
success_blog_delete,Los blogs se ha eliminado correctamente
err_blog_len,La longitud del blog de nombre debe ser mayor que 4
err_blog_name,"Por favor, indique el nombre del blog"
blog_search,Búsqueda de blogs
blog_gallery,Blog Galería
btn_disable,Inhabilitar
report_edit,Informe Editar elemento
total_category_count_label,Total de categorías
total_sub_cat_count_label,Total de las subcategorías
total_blog_count_label,total de Blogs
total_contact_count_label,Total de contacto Mensaje
popular_item,Artículo más popular
item_report,artículo reportado
items_label,Los productos añadidos recientemente
item_img,Item Image
popular_item_info,Información populares de artículos
popular_item_view,Ver artículo populares
app_setting_lable,Información de configuración de aplicación
app_lat_label,Latitud
app_lng_label,Longitud
location_info_label,Información sobre la ubicación
err_chat_history_not_exist,Ningún dato encontrado en el historial de chat
accept_update_success,Aceptar la oferta se ha actualizado correctamente
err_accept_update,"Lo sentimos, hay un problema en aceptar la oferta"
count_update_success,Restablecer recuento se ha actualizado correctamente
err_count_update,"Lo sentimos, hay un problema en el recuento de reposición"
price_update_success,El precio ha sido actualizado correctamente
err_price_update,"Lo sentimos, hay un problema en el precio"
err_accept_offer,"Lo sentimos, no se podía aceptar la oferta de nuevo."
overall_rating,Clasificación
user_is_verify_do_forgot_password,Su cuenta se verificó así que por favor se olvidó la contraseña.
user_view,Ver usuario
user_address,Habla a
user_city,Ciudad
about_me,Sobre mí
verify_type,verificar Tipo
follower_count,Conteo de seguidores
following_count,Después de Conde
user_profile,Foto de perfil
email_verify,Correo electrónico Confirme
facebook_verify,Verificar Facebook
google_verify,google Verify
phone_verify,teléfono Verify
condition_name,Nombre de la condición
cond_search,Condiciones de búsqueda
condition_add,Agregar condición
condition_info,Información del artículo Condición
cond_edit,Editar condición
delete_condition_label,Eliminar Condición?
condition_delete_confirm_message,¿Quieres eliminar las condiciones?
condition_yes_all_message,Sí Todo - Condición y artículos serán eliminar del sistema.
success_condition_edit,Condición se ha actualizado correctamente
success_condition_add,Condición ha sido agregado con éxito
success_condition_delete,Condición se ha eliminado correctamente
err_condition_name,"Por favor, indique el nombre condición"
err_condition_len,La longitud del Nombre de condición debe ser mayor que 4
err_condition_exist,Condición El nombre ya se existía en el sistema
cat_module,categorías
overlooking_module,Con vista a
contact_module,Contacte con nosotros Mensaje
sys_user_module,Los usuarios del sistema
register_user_module,Usuarios Registrados
about_module,Acerca de la aplicación
push_noti_module,Notificación de inserción
analytics_module,Analítica
export_db_module,Base de datos de exportación
app_setting_module,Ajuste APP
property_module,Propiedad
popular_property_module,El más popular de la propiedad
projecttype_module,Tipos de proyecto
postedby_module,Publicado por
apikey_module,claves de la aPI
apis_module,Ajuste API
availability_module,Disponibilidad
rating_module,La mayoría de los usuarios de Calificación
sellertype_module,Tipo de vendedor
transmissions_module,transmisiones
banners_module,Inicio Banner
item_conditions_module,Condición
version_module,Version de aplicacion
item_currency_module,Moneda
item_price_module,Precio
item_type_module,Tipo
blog_module,Blog
item_reports_module,propiedad reportada
app_setting_module,Configuración de aplicaciones
location_module,Ubicación
language_module,idiomas
lang_name,Nombre del lenguaje
btn_active,Activo
lang_string,idioma cadena
lang_add,Agregar idioma
lang_info,informaciones idioma
lang_symbol,Símbolo
lang_search,Buscar idioma
lang_edit,Editar idioma
success_lang_edit,El lenguaje ha sido actualizado correctamente
success_lang_add,Se ha añadido con éxito
success_lang_delete,El lenguaje ha sido eliminado correctamente
err_lang_name,"Por favor, proporcione el nombre del idioma"
err_lang_len,La longitud del nombre de idioma debe ser mayor que 4
err_lang_exist,Idioma El nombre ya se existía en el sistema
delete_lang_label,Eliminar Idioma?
lang_delete_confirm_message,¿Quieres eliminar toda la cadena de bajo que juntos idioma?
lang_yes_all_label,Si todo
lang_no_only_label,Sólo idioma
lang_yes_all_message,Sí Todo - Lengua y artículos serán eliminar del sistema.
language_id,Idioma
lang_string_key,Llave
lang_string_value,Valor
lang_string_info,Información de la cadena de Idiomas
select_language,idioma seleccionado
btn_import,Importar
csv_symbol_link,archivo CSV de ejemplo aquí
lang_str_search,Búsqueda Idioma Cadena
success_langstr_import,Idioma Cadena éxito archivo CSV subidos
lang_str_add,Agregar idioma de cuerdas
lang_str_edit,Editar cadena Idioma
lang_active,Activo
lang_deactive,Desactivar
success_lang_str_edit,Idioma cadena se ha actualizado correctamente
success_lang_str_add,Idioma cadena se ha añadido con éxito
err_lang_str_name,Sírvanse proporcionar lengua nombre de cadena
err_lang_str_len,La longitud de la cadena de lenguaje debe ser superior a 4
err_lang_str_exist,Idioma cadena está ya existía en el sistema
lang_title,Eliminado Idioma?
lang_warning,No se puede eliminar el lenguaje activo.
btn_ok,Okay
list_lang_label,idiomas
list_lang_str_label,series de idioma
err_lang_symbol,Sírvanse proporcionar símbolo de idioma
entry_group,Entrada
reports_group,Informes
user_mang_group,Gestión de usuarios
miscellaneous_group,Diverso
setting_group,Ajuste
ple_sub_cat_name,Por favor Subcategoría Nombre
ple_highlight_info,Por favor resaltar la información
forget_pwd,¿Se te olvidó tu contraseña?
remove_label,Eliminar
paid_item_module,Informe de propiedad patrocinada
his_info,Información historia
start_date_label,Fecha de inicio
end_date_label,Fecha final
amount_label,Cantidad
payment_method_label,Método de pago
progress_label,Progreso
finished_label,Terminado
not_yet_start_label,Todavía no iniciar
today_label,Hoy
backend_setting_module,Ajuste backend
backend_config_info_lable,Información de configuración de back-end
sender_name_label,Nombre del remitente
receive_email_label,Recibir correo
sender_email_label,Correo electrónico del remitente
img_section,Sección imagen
fcm_api_key_label,clave de API FCM
backend_login_img,Iniciar sesión Imagen de fondo backend
backend_logo,backend Logo
backend_fav_icon,Backend Fav Ico
upload_backend_logo,Subir backend Logo
upload_fav_icon,Subir Fav Icon
upload_login_img,Subir sesión de fotos
transaction_module,transacciones Historia
history_search,Historia de la búsqueda Transacciones
trans_history_info,Transacciones Información Historia
today_label,Hoy
second_ago,segundos
minute_ago,minutos
hour_ago,horas
day_ago,dias
week_ago,semanas
month_ago,meses
year_ago,años
decade_ago,décadas
just_now_label,Justo ahora
ago_label,hace
user_acc_reg_label,Nuevo registro de cuentas de usuario
user_register_success_but_email_not_send,"el éxito del registro del usuario, pero no enviar correo electrónico"
pwd_reset_label,Restablecimiento de contraseña
hi_label,Hola
pwd_reset_link,"Por favor, haga clic en el siguiente enlace para restablecer la contraseña"
reset_link_label,Restablecer la contraseña
best_regards_label,Atentamente
new_user_acc,Su nueva cuenta de usuario ha sido creada. Bienvenido a Ad House. Por favor verifica con el código a continuación para activar su cuenta.
verify_code_label,código verificado
hi_admin_label,Hola administración
name_label,Nombre
email_label,Correo electrónico
phone_label,Teléfono
msg_label,Mensaje
verify_code_sent,Código de verificación ha sido enviada.
user_id_required,Se requiere ID de usuario.
invalid_login_user_id,ID de usuario no es válido.
already_accept_user,El usuario ha sido aceptada.
sender_id_required,Se requiere ID de remitente
success_delete,Se han eliminado las.
success_cat_request,Su solicitud éxito.
err_cat_request,"Lo sentimos, no su solicitud de éxito."
err_chat_history_save,"Lo sentimos, no su historial de chat capaz de guardar."
accept_reset_success,Su solicitud de chat con éxito.
error_delete_chat_history,"En este momento, el historial de chat no es capaz de eliminar."
success_delete_chat_history,Su historial de chat eliminado con éxito.
err_soldout_reset,"En este momento, no se puede descansar vendido."
soldout_reset_success,Su restablecimiento ha sido el éxito.
err_item_report,"Lo sentimos, usted no es capaz de informe de partidas."
token_already_exist,"Lo sentimos, dispositivo de señal ya existe."
err_in_noti_read,"Lo sentimos, la notificación no es capaz de leer."
success_noti_send,La notificación se ha enviado correctamente.
error_noti_send,"Lo sentimos, la notificación no es capaz de enviar."
invalid_code,"Lo sentimos, el código no es válido."
forget_pwd,¿Se te olvidó tu contraseña?
remove_label,Eliminar
btn_no,No
ple_model_name,Por favor Nombre del modelo
err_paid_item_history,Su anuncio aún no se termina por lo que no es capaz de modificar.
paid_config_module,Configuración de pago
currency_symbol_label,"El símbolo de moneda (por ejemplo, $)"
paypal_env_label,paypal Medio Ambiente
paypal_merchant_label,PayPal ID del comerciante
paypal_pub_label,Paypal clave pública
paypal_pri_label,Paypal clave privada
paypal_enabled_label,Está habilitado Paypal?
stripe_publishable_key,publicable clave
stripe_secret_key,Llave secreta
stripe_enable_label,Se habilita la raya de pago?
stripe_label,[Opción 2]: El pago con la raya
paypal_label,[Opción 1]: El pago con Paypal Habilitado
day_label,Día
paid_config_info_lable,A cargo de Información Config
paid_currrency_setting,Símbolo monetario Ajuste
paid_paypal_setting,Ajuste paypal
paid_stripe_setting,Ajuste de la raya
overlooking_label,Con vista a
itm_select_overlooking,Con vista a
list_product_nav,Propiedad
prd_add,Agregar propiedad
att_add,Añadir nuevo atributo
add_att_detail,Añadir nueva detallada Atributo
list_attribute_header,Atributo Lista de cabeceras
