success_user_delete,Utilizador Registado foi excluído com sucesso,
credit,Crédito,
price_info,Informações preço,
price_name,Nome preço,
price_edit,Editar Preço,
price_add,add Preço,
price_search,a pesquisa Preço,
delete_price_label,Preço de exclusão?,
price_delete_confirm_message,Você quer apagar preço?,
err_price_name,Forneça o nome preço,
err_price_len,O comprimento de Preço Nome deve ser maior que 4,
err_price_exist,Preço Nome já existia no sistema,
success_price_edit,Preço foi atualizado com sucesso,
success_price_add,Preço foi adicionada com sucesso,
success_price_delete,Preço foi excluído com sucesso,
type_info,Item Tipo Informação,
type_name,Digite o nome,
type_edit,Editar Tipo,
type_add,Adicionar tipo de,
type_search,Tipo de pesquisa,
delete_type_label,Tipo de exclusão?,
type_delete_confirm_message,Você quer apagar Tipo?,
err_type_name,"Por favor, forneça nome de tipo",
err_type_len,O comprimento do nome do tipo deve ser maior que 4,
err_type_exist,Tipo Nome já está existia no sistema,
success_type_edit,Tipo foi atualizado com sucesso,
success_type_add,Tipo foi adicionado com sucesso,
success_type_delete,Tipo foi excluído com sucesso,
project_name,Tipo Nome do Projeto,
project_search,Pesquisar Tipo de projeto,
project_add,Adicionar tipo de projeto,
project_info,Tipo de projeto Informações,
project_edit,Editar tipo de projeto,
delete_project_label,Excluir tipo de projeto?,
project_delete_confirm_message,Você deseja excluir os tipos de projetos?,
project_yes_all_message,Sim All - Tipo de projeto irá eliminar a partir do sistema.,
success_project_edit,Tipo de projeto foi atualizado com sucesso,
success_project_add,Tipo de projeto foi adicionado com sucesso,
success_project_delete,Tipo de projeto foi excluído com sucesso,
err_project_name,Forneça o nome tipo de projeto,
err_project_len,O comprimento do tipo de projeto Nome deve ser maior que 4,
post_name,Postado Por Nome,
post_search,Pesquisa Postado por,
post_add,Adicionar Postado Por,
post_info,Postado Por Informações,
post_edit,Editar Postado Por,
delete_post_label,Excluir Postado por?,
post_delete_confirm_message,Você quer apagar o postado por?,
post_yes_all_message,Sim All - Postado por excluirá a partir do sistema.,
success_post_edit,Postado Por foi atualizado com sucesso,
success_post_add,Postado Por foi adicionada com sucesso,
success_post_delete,Postado por ter sido excluído com sucesso,
err_post_name,"Por favor, forneça postado por nome",
err_post_exist,Postado Por Nome já existia no sistema,
err_post_len,O comprimento Postado Por Nome deve ser maior que 4,
available_name,Nome disponibilidade,
available_search,pesquisa disponibilidade,
available_add,add Disponibilidade,
available_info,Informações disponibilidade,
available_edit,Disponibilidade de edição,
delete_available_label,Disponibilidade de exclusão?,
available_delete_confirm_message,Você quer apagar a disponibilidade?,
available_yes_all_message,Sim All - Disponibilidade excluirá a partir do sistema.,
success_available_edit,Disponibilidade foi atualizado com sucesso,
success_available_add,Disponibilidade foi adicionada com sucesso,
success_available_delete,Disponibilidade foi excluído com sucesso,
err_available_name,"Por favor, informe o nome da disponibilidade",
err_available_len,O comprimento de Disponibilidade Nome deve ser maior que 4,
err_available_exist,Disponibilidade Nome já existia no sistema,
ban_info,Banner Informação,
ban_name,Bandeira Nome da imagem,
ban_edit,Editar Banner,
ban_add,Adicionar Banner,
ban_image,banner Image,
ban_search,Pesquisar Banner,
delete_ban_label,Excluir Banner?,
ban_delete_confirm_message,Você quer apagar Banner Tipo?,
err_ban_name,"Por favor, forneça nome da bandeira casa",
err_ban_len,O comprimento do Banner Nome deve ser maior que 4,
err_ban_exist,Início Estandarte Nome já existia no sistema,
success_ban_edit,Banner foi atualizado com sucesso,
success_ban_add,Banner foi adicionada com sucesso,
success_ban_delete,Banner foi excluído com sucesso,
location_info,Informações do item Localização,
location_name,Localização Cidades Nome,
location_edit,Editar Cidade,
location_add,Adicionar Centro da cidade,
location_search,Pesquisar Cidade,
delete_location_label,Localização de exclusão?,
location_delete_confirm_message,Você quer apagar Localização?,
err_location_name,"Por favor, informe o nome da Localização",
err_location_len,O comprimento do nome do local deve ser maior que 4,
err_location_exist,Localização Nome já existia no sistema,
success_location_edit,Localização foi atualizado com sucesso,
success_location_add,Localização foi adicionada com sucesso,
success_location_delete,Localização foi excluído com sucesso,
blog_add,add Blog,
blog_info,Informações de blog,
blog_name,Blog Nome,
blog_desc,Blog Descrição,
blog_edit,Editar Blogs,
success_blog_add,Blogs foi adicionada com sucesso,
success_blog_edit,Blogs foi atualizado com sucesso,
err_dup_name,Nome já está existia no sistema,
err_blog_exist,Blog nome já está existia no sistema,
delete_blog_label,Blog de exclusão?,
blog_delete_confirm_message,Tem certeza que deseja deletar esse blog?,
success_blog_delete,Blogs foi excluído com sucesso,
err_blog_len,O comprimento do blogue Nome deve ser maior que 4,
err_blog_name,"Por favor, forneça nome do blog",
blog_search,Blog Search,
blog_gallery,Blog Galeria,
btn_disable,Desativar,
report_edit,Relatório Editar Item,
total_category_count_label,total de Categorias,
total_sub_cat_count_label,total de subcategorias,
total_blog_count_label,Blogs total,
total_contact_count_label,Total Contacto Mensagem,
popular_item,Item Mais,
item_report,item relatado,
items_label,Itens Recentemente Adicionado,
item_img,item de imagem,
popular_item_info,Informações sobre o item Popular,
popular_item_view,Ver Popular item,
app_setting_lable,App a informação da definição,
app_lat_label,Latitude,
app_lng_label,Longitude,
location_info_label,Informação local,
err_chat_history_not_exist,Nenhum registro encontrado na história do bate-papo,
accept_update_success,Aceitar a oferta foi atualizado com sucesso,
err_accept_update,"Desculpe, não é um problema em aceitar a oferta",
count_update_success,A contagem de reinicializações foi atualizado com sucesso,
err_count_update,"Desculpe, não é um problema na contagem de redefinição",
price_update_success,Preço foi atualizado com sucesso,
err_price_update,"Desculpe, não é um problema no preço",
err_accept_offer,"Desculpe, você não poderia aceitar a oferta novamente.",
overall_rating,Avaliação,
user_is_verify_do_forgot_password,"A sua conta é verificada por isso, fazer esqueci minha senha.",
user_view,Ver Usuário,
user_address,Endereço,
user_city,Cidade,
about_me,Sobre mim,
verify_type,Verifique Tipo,
follower_count,Conde seguidor,
following_count,Após Conde,
user_profile,Foto de perfil,
email_verify,e-mail Confirmar,
facebook_verify,Facebook Verifique,
google_verify,Google Verifique,
phone_verify,telefone Verifique,
condition_name,Nome condição,
cond_search,pesquisa Condição,
condition_add,Adicionar condição,
condition_info,Informações do item Condição,
cond_edit,Editar Condição,
delete_condition_label,Excluir Condição?,
condition_delete_confirm_message,Você deseja excluir as condições?,
condition_yes_all_message,Sim All - Condição e Itens excluirá a partir do sistema.,
success_condition_edit,Condição foi atualizado com sucesso,
success_condition_add,Condição foi adicionado com sucesso,
success_condition_delete,Condição foi excluído com sucesso,
err_condition_name,"Por favor, informe o nome da condição",
err_condition_len,O comprimento da Condição Nome deve ser maior que 4,
err_condition_exist,Condição Nome já existia no sistema,
cat_module,categorias,
overlooking_module,Negligenciar,
contact_module,Fale Conosco Mensagem,
sys_user_module,Usuários do sistema,
register_user_module,Usuários registrados,
about_module,Sobre o aplicativo,
push_noti_module,push Notification,
analytics_module,analítica,
export_db_module,Banco de Dados de exportação,
app_setting_module,APP Configuração,
property_module,Propriedade,
popular_property_module,A maioria Propriedade Popular,
projecttype_module,Tipos de projeto,
postedby_module,Postado por,
apikey_module,chaves de API,
apis_module,Ajuste API,
availability_module,Disponibilidade,
rating_module,A maioria dos usuários Avaliação,
sellertype_module,Tipo de Vendedor,
transmissions_module,Transmissions,
banners_module,banner,
item_conditions_module,Condição,
version_module,Versão do aplicativo,
item_currency_module,Moeda,
item_price_module,Preço,
item_type_module,Tipo,
blog_module,Blog,
item_reports_module,propriedade relatada,
app_setting_module,app Configuração,
location_module,Localização,
language_module,línguas,
lang_name,Nome do idioma,
btn_active,Ativo,
lang_string,Cordas idioma,
lang_add,Adicionar idioma,
lang_info,informações língua,
lang_symbol,Símbolo,
lang_search,pesquisa Idioma,
lang_edit,Editar Idioma,
success_lang_edit,Idioma foi atualizado com sucesso,
success_lang_add,Idioma foi adicionada com sucesso,
success_lang_delete,Idioma foi excluído com sucesso,
err_lang_name,"Por favor, forneça nome do idioma",
err_lang_len,O comprimento do Nome do Idioma deve ser maior que 4,
err_lang_exist,Nome do Idioma já existia no sistema,
delete_lang_label,Excluir idioma?,
lang_delete_confirm_message,Você quer apagar todas as cordas sob que juntos idioma?,
lang_yes_all_label,Sim Todos,
lang_no_only_label,Apenas Língua,
lang_yes_all_message,Sim All - Linguagem e Itens excluirá a partir do sistema.,
language_id,Língua,
lang_string_key,Chave,
lang_string_value,Valor,
lang_string_info,Idioma informações da cadeia,
select_language,Idioma selecionado,
btn_import,Importar,
csv_symbol_link,arquivo CSV de exemplo aqui,
lang_str_search,Cadeia de pesquisa Idioma,
success_langstr_import,Cordas linguagem com sucesso arquivo CSV carregado,
lang_str_add,Adicionar Cadeia Idioma,
lang_str_edit,Edit String Idioma,
lang_active,Ativo,
lang_deactive,Desativar,
success_lang_str_edit,Cordas linguagem foi atualizada com sucesso,
success_lang_str_add,Cordas linguagem foi adicionado com sucesso,
err_lang_str_name,"Por favor, forneça nome de cadeia idioma",
err_lang_str_len,O comprimento da corda linguagem deve ser superior a 4,
err_lang_str_exist,Cordas idioma já está existia no sistema,
lang_title,Deleted idioma?,
lang_warning,Você não pode excluir idioma ativo.,
btn_ok,Está bem,
list_lang_label,línguas,
list_lang_str_label,Cordas idioma,
err_lang_symbol,"Por favor, forneça símbolo idioma",
entry_group,Entrada,
reports_group,Relatórios,
user_mang_group,Gestão de utilizadores,
miscellaneous_group,Diversos,
setting_group,Configuração,
ple_sub_cat_name,Por favor Sub Categoria Nome,
ple_highlight_info,Por favor destacar informações,
forget_pwd,Esqueceu a senha?,
remove_label,Remover,
paid_item_module,Relatório de propriedade patrocinada,
his_info,Informações história,
start_date_label,Data de início,
end_date_label,Data final,
amount_label,Montante,
payment_method_label,Forma de pagamento,
progress_label,Progresso,
finished_label,Acabado,
not_yet_start_label,Ainda não começar,
today_label,Hoje,
backend_setting_module,backend Configuração,
backend_config_info_lable,Backend a informação da definição,
sender_name_label,Nome do remetente,
receive_email_label,Receber e-mail,
sender_email_label,Email Sender,
img_section,Seção imagem,
fcm_api_key_label,chave api FCM,
backend_login_img,Backend Entrada Imagem de Fundo,
backend_logo,Logo backend,
backend_fav_icon,Backend Fav Ico,
upload_backend_logo,Logo Carregar Backend,
upload_fav_icon,Carregar Fav Ícone,
upload_login_img,Carregar Entrada Foto,
transaction_module,História transações,
history_search,História de busca Transações,
trans_history_info,Transações Informações História,
today_label,Hoje,
second_ago,segundos,
minute_ago,minutos,
hour_ago,horas,
day_ago,dias,
week_ago,semanas,
month_ago,meses,
year_ago,anos,
decade_ago,décadas,
just_now_label,Agora mesmo,
ago_label,atrás,
user_acc_reg_label,Novo Registro de Conta de Usuário,
user_register_success_but_email_not_send,"registo de utilizador sucesso, mas email não enviar",
pwd_reset_label,Redefinição de senha,
hi_label,Oi,
pwd_reset_link,"Por favor, clique no seguinte link para redefinir sua senha",
reset_link_label,Password Reset,
best_regards_label,Cumprimentos,
new_user_acc,"Sua nova conta de usuário foi criada. Bem-vindo ao Ad House. Por favor, verificada com o código a seguir para ativar sua conta.",
verify_code_label,Código Verificado,
hi_admin_label,oi administrador,
name_label,Nome,
email_label,O email,
phone_label,telefone,
msg_label,mensagem,
verify_code_sent,O código de verificação foi enviado.,
user_id_required,ID do usuário é necessária.,
invalid_login_user_id,ID de usuário é inválido.,
already_accept_user,Usuário foi aceito.,
sender_id_required,Sender ID é necessária,
success_delete,Excluído com sucesso.,
success_cat_request,O seu pedido com sucesso.,
err_cat_request,"Desculpe, o seu pedido não o sucesso.",
err_chat_history_save,"Desculpe, seu histórico de bate-papo não é capaz de salvar.",
accept_reset_success,O seu pedido de chat com sucesso.,
error_delete_chat_history,"Desculpe, seu histórico de bate-papo não é capaz de eliminar.",
success_delete_chat_history,Seu histórico de bate-papo excluído com sucesso.,
err_soldout_reset,"Desculpe, você não pode descansar esgotado.",
soldout_reset_success,Sua redefinição tem sido sucesso.,
err_item_report,"Desculpe, você não é capaz de relatório item.",
token_already_exist,"Desculpe, dispositivo já token de existir.",
err_in_noti_read,"Desculpe, notificação não é capaz de ler.",
success_noti_send,Notificação foi enviada com sucesso.,
error_noti_send,"Desculpe, notificação não capaz de enviar.",
invalid_code,"Desculpe, seu código é inválido.",
forget_pwd,Esqueceu a senha?,
remove_label,Remover,
btn_no,Não,
ple_model_name,"Por favor, nomeie Modelo",
err_paid_item_history,Seu anúncio ainda não está terminar para que ele não é capaz de modificar.,
paid_config_module,Configuração de pagamento,
currency_symbol_label,"Símbolo de moeda (por exemplo, $)",
paypal_env_label,Paypal Ambiente,
paypal_merchant_label,Paypal Merchant ID,
paypal_pub_label,Paypal Chave Pública,
paypal_pri_label,Paypal Chave Privada,
paypal_enabled_label,Paypal está ativado?,
stripe_publishable_key,Chave publicável,
stripe_secret_key,Chave secreta,
stripe_enable_label,Está ativado Stripe pagamento?,
stripe_label,[Opção 2]: Pagamento com listra,
paypal_label,[Opção 1]: Pagamento com Paypal Ativado,
day_label,Dia,
paid_config_info_lable,Pago Informações de Configuração,
paid_currrency_setting,Símbolo Monetário Configuração,
paid_paypal_setting,Paypal Configuração,
paid_stripe_setting,Configuração da listra,
overlooking_label,Negligenciar,
itm_select_overlooking,Negligenciar,
list_product_nav,Propriedade,
prd_add,Adicionar propriedade,
att_add,Adicionar Novo Atributo,
add_att_detail,Adicionar novo detalhe Atributo,
